"periode_data","wilayah","kecamatan","kelurahan","alamat","nama_bank_sampah","kegiatan","status_kegiatan","keterangan"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Fajar Baru Utara RT.10/008","RW 08 Cengkareng Timur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kayu Besar Golf Lake Residence","RW 18 Cengkareng Timur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Daan Mogot Cerng. Tim","SD 01 Cengkareng Timur","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Bangun Nusa Raya Ceng.Tim","SD 03 Cengkareng Timur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kamal Raya","SD 05 Cengkareng Timur (Bersih)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl outer ring road kayu besar","SD 21 Cengkareng Timur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Royal Utama Blok D No 1-8","SD Charitas Christy","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Nurul Amal RT. 03 / 05","Seruni","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Jati Raya No. 40","SMA 96 (Bersih Dan Sehat)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kamal Raya","SMK 1 (Citra Adi Pratama)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Cengkareng Timur","SMP 201","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Ambon RT.08/002 Cengkareng Timur","SMP 248","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Ambon RT.08/002 Cengkareng Timur","Team Resik Cengkareng (Satpel)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. H. Junib","Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Duri Kosambi","Barokah 10","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. K.H. Abdul Hamid RT. 02/03 Duri Kosambi","Delima Putih","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Duri Raya Kosambi","Kamboja 15","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Duri Kosambi","Lestari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Duri Kosambi","MAN 12","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Duri Raya Kosambi","MTSN Aninda","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Duri Kosambi","RPTRA 10 Mawar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Duri Raya Kosambi","RW 09 Duri Kosambi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Kresek","RW 12 Duri Kosambi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Rusunawa Pesakih","Sakura Pesakih","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Komplek Perumahan Kosambi","Samara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Duri Kosambi Raya","SD 04 Duri Kosambi (Perintis)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Kresek Raya Duri Kosambi","SD 07 Duri Kosambi","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Duri Kosambi RT 09/RW 07 No 1","SD 10 Duri Kosambi","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Raya Duri Kosambi","SMP 176","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Cemara RT. 08/ RW 08","Teratai","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","Jl. Taman Kosambi","TPS Dipo RW 10 Duri Kosambi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Duri Kosambi","RT 13 RW2 Cengkareng","Untuk Sedekah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Lapangan Bola, RT. 006 / 12","An-Nadifah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Metro RT. 006 / 11","An-Nadzif","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Pedongkelan, RT. 006 / 13","Cempaka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Perumahan Daan Mogot Estate RT. 004/15","Daan Mogot Estate (DME)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Pedongkelan","Gagak 06","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Raya","Kantor Kelurahan Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Manunggal","MAN 17","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Peternakan III, RT. 002 / 07","Mangga Ubi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Merdeka Sari Raya RW 16","Mawar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Manunggal RW 11","MTSN 36","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari V RT 13 RW 05 SPS Bunga Bangsa","Apik Rw 05 Paud Bunga Bangsa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Rawamangun Utara II RT 11 RW 01 SPS Darussadah","Cinta Bumi Paud Darussadah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","JL Pramuka Sari I Rt 009 008","Sari Delapan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl Angsana No 04","SDN 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Senen","Bungur","Jl Bungur Besar No 17","RW 04","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat","Rt 001 01","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur","Jingga","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Tengah 13","Cempaka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Komp Perkantoran Rawakerbau","Loyanard","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Cempaka Putih Timur tengah","SMAN 77","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat Raya","SDN 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Tengah 27","SMPN 77","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Timur IV No 2","SDN 01","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Timur Komp Perkantoran No 12","SMPN 71","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Komp Perkantoran Rawa kerbau","Pasar Rawasari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Timur","SMPN 47","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Ke Cempaka Putih Tengah","Melati quot Rt 020 4 quot","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Komp Perkantoran Rawasari No 04","Masjid Al Nizham","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Cempaka Putih Tengah 15","RPTRA Kampung Benda","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur","Pucuk Merah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Komp Perkantoran Rawasari","MAN 3","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat IX No 171","RPTRA Beringin","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Komp Perkantoran Rawakerbau Rawasari Selatan","Cempaka Abadi Sapel","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Warna","Cempaka Indah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Komp Perkantoran Rawakerbau Rawasari Selatan","RSUD Cempaka Putih","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","N A","N A","Rt 016 Rw03","Srikaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur XVII","Cempaka RT 09 RW 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur","Bersama","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Selatan No 1","RPTRA Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka tengah XXXIII","Berdikari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur XVII","Lagura 18 RT 018 RW 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur XVII","Gang L 12","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat","Baper Seven","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat RT 05 RW 01","Ghang Nam","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 01 RW 03","Kurma","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 02 RW 03","Ikada","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 03 RW 03","Samawa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 04 RW 03","Timur 24","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 06 RW 03","Berkah 63","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 08 RW 03","Infaq 08","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 17 RW 03","CPT 17","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Barat RT 005 RW 01","Ga 039 es SPS Tunas Bangsa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Tengah 22A RT 012 04 SPS Cempaka 04","Bolang SPS Cempaka 04","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Komplek Perkantoran Rawa kerbau No 3 RT 16 02 SPS Negeri Bale Bermain Cempaka Putih Ceria","Apel SPS Negeri Bale Bermain Cempaka Putih Ceria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Timur RT 05 RW 03","Perjuangan 05","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Rawasari Timur Dalam","Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Rawasari Timur Dalam Kantor RW 02","Daun Kecapi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Matraman","Utan Kayu Selatan","Jl Ahmad Yani No 69 70","Balai Besar K3 jakarta","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Komplek Perkantoran Rawa Kerbau Jl Rawasari Selatan","Sejahtera Bersama Kantor Sudin Lh Jakarta Pusat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Barat 25 no 2 RT 003 07","Cempaka Wangi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat 15 No 26 RT 006 12","SMPN 137","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Mardani Raya GG Kubur RT 0015 RT 0016 05","Rusun Jatirawasari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","JL Mardani Raya Gg A RT 001 05 Cempaka Putih Barat","RPTRA Mardani Asri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Kebanggaan RT 002 07","Dahlia","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat III RT 008 003","Pasar Cempaka Putih Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","N A","N A","Komplek Sekertaris Negara RT 012 RW 004 Kantor RW 004","Pohon Timbul","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Senen","Bungur","Komp Direktorat Topografi TNI AD RW 08","Cempaka Bersehati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka I RT 007 009 No 21","Bougenville","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Muhirin Gg W RT 006 RW 06 No 16","Sumber Berkah RW 006","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka 3 Rt 006 002","Mawar Melati RW 002","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Jl Letjen Suprapto RT 001 001","Manurung","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Johar Baru","Galur","Jl Pangkalan Asem Raya RT 15 RW 01","Sehati RW 01 SPS Paud Cendana","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kemayoran","Jl Kemayoran Timur","Melati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kemayoran","Jl Kemayoran Timur 2","Kantil","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Gardu Asem","Anyelir","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Gg Matri Dalam II","Kemuning","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Dakota V","Sehati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Kemayoran Gempol","Cempaka Rw 08","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Galinda","Bersih Hijau Mandiri quot Beriman quot SDN 01 Kebon Kosong","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Kebon Kosong Gg VIII NO 39","Ikhlas Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Kel Kebon Kosong Kec Kemayoran","Green Fortune","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Kemayoran Gempol No 32","SD 09 Kebon Kosong","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Rusun Conver","Melati RW 012 Kebon Kosong","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Kebon Kosong","Jl Rusun Boing No 102","Kantil RW 013 Kebon Kosong","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Jl Harapan Mulia Barat No 27","SMPN 269 Jakarta","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Jl Harapan Mulia Barat No 01","Puskesmas Kec Kemayoran","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Jl Suka Mulya II","Mulia Geboy","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Kantor Kelurahan Harapan Mulya","Bank Sampah SINGGI","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Jl Cempaka Sari III","Anggrek RW 08","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Harapan Mulia","Jl Lumba lumba Rt 14 Rw 08 Kel Cempaka Baru","Bank Sampah Cempaka Rw 08 Lumba lumba","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Gg Cempaka Baru Timur","Ceria 05","pemilahan pengumpulan penyimpanan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Jl Remaja Raya No 52","SDN 11 Cempaka Baru","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Jl F3 No 10 Komplek Listrik","SDN 09 Cempaka Baru","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Jl Harapan Jaya IX","SMPN 119 Jakarta","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
